,X.1,X,Submission.ID,Common.Name,Scientific.Name,Taxonomic.Order,Count,State.Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration..Min.,All.Obs.Reported,Distance.Traveled..km.,Area.Covered..ha.,Number.of.Observers,Breeding.Code,Species.Comments,Checklist.Comments
11504,11504,11504,S24334953,Black-throated Green Warbler,Setophaga virens,27977,1,CA-NS,Yarmouth,Pubnico Peninsula--Pond Rd,43.6333849,-65.8108842,07-20-2015,08:15 AM,eBird - Traveling Count,105,1,0.241,NA,4,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
11505,11505,11505,S24334950,Black-throated Green Warbler,Setophaga virens,27977,1,CA-NS,Yarmouth,Pubnico Point,43.595113,-65.799056,07-19-2015,08:23 PM,eBird - Traveling Count,48,1,0.402,NA,4,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
11506,11506,11506,S14107865,Rufous-capped Warbler,Basileuterus rufifrons,27980,1,US-TX,Uvalde,Chalk Bluff Park (Uvalde) (HOTW  023),29.361905,-99.983139,05-12-2013,08:30 AM,eBird - Traveling Count,90,1,1.609,NA,2,,"Ongoing bird, seen on pecan trail, sings more like a yellow-throat",
11507,11507,11507,S14066507,Canada Warbler,Cardellina canadensis,28090,1,US-TX,Cameron,Laguna Atascosa NWR (LTC 024),26.2569348,-97.3844433,05-10-2013,02:00 PM,eBird - Traveling Count,240,1,27.358,NA,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.5.3"
11508,11508,11508,S14066508,Canada Warbler,Cardellina canadensis,28090,1,US-TX,Cameron,Sabal Palm Sanctuary (LTC 042),25.8519631,-97.4211788,05-10-2013,11:45 AM,eBird - Traveling Count,105,1,3.219,NA,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.5.3"
11509,11509,11509,S11786286,Canada Warbler,Cardellina canadensis,28090,X,US-TN,Campbell,Campbell,36.38629,-84.13872,05-01-2011,,eBird - Casual Observation,0,0,NA,NA,1,,,Tennessee
11510,11510,11510,S24334966,Canada Warbler,Cardellina canadensis,28090,1,CA-NS,Halifax,Nichols Lake Trails,44.571447,-63.7246782,07-21-2015,08:16 AM,eBird - Traveling Count,64,1,0.805,NA,4,,,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
11511,11511,11511,S19568684,Canada Warbler,Cardellina canadensis,28090,1,US-DE,New Castle,Middle Run Natural Area,39.7158527,-75.7233417,08-25-2014,07:16 AM,eBird - Traveling Count,129,1,1.609,NA,3,,,Submitted from  BirdLog NA for Android v1.9.3
11512,11512,11512,S18368506,Canada Warbler,Cardellina canadensis,28090,2,US-DE,New Castle,White Clay Creek SP--Hopkins Rd.,39.7263,-75.7672334,05-13-2014,06:35 AM,eBird - Traveling Count,60,1,1.609,NA,2,,,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
11513,11513,11513,S18892679,Canada Warbler,Cardellina canadensis,28090,2,US-TN,Sevier,Middle Prong Trail,35.6134312,-83.653872,06-21-2014,01:20 PM,eBird - Traveling Count,300,1,12.875,NA,2,,,
11514,11514,11514,S14066508,Wilson's Warbler,Cardellina pusilla,28091,1,US-TX,Cameron,Sabal Palm Sanctuary (LTC 042),25.8519631,-97.4211788,05-10-2013,11:45 AM,eBird - Traveling Count,105,1,3.219,NA,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.5.3"
11515,11515,11515,S14066511,Wilson's Warbler,Cardellina pusilla,28091,1,US-TX,Cameron,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),26.1400912,-97.1748233,05-10-2013,08:45 AM,eBird - Traveling Count,45,1,0.805,NA,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.5.3"
11516,11516,11516,S14141748,Wilson's Warbler,Cardellina pusilla,28091,X,US-AZ,Cochise,Carr Canyon--Comfort Spring,31.4288359,-110.3095318,05-15-2013,02:55 PM,eBird - Traveling Count,125,1,3.219,NA,2,,,
11517,11517,11517,S14141740,Wilson's Warbler,Cardellina pusilla,28091,X,US-AZ,Cochise,San Pedro RNCA--generic (consider using more specific hotspot),31.6572,-110.18,05-15-2013,09:00 AM,eBird - Traveling Count,300,1,3.219,NA,2,,,
11518,11518,11518,S13735535,Wilson's Warbler,Cardellina pusilla,28091,X,US-TX,Galveston,Galveston- Lafitte's Cove (UTC 068),29.21787,-94.9343,04-13-2013,01:20 PM,eBird - Traveling Count,350,1,3.219,NA,1,,,Submitted from  BirdLog for Android v1.6
11519,11519,11519,S13576779,Wilson's Warbler,Cardellina pusilla,28091,X,US-TX,Galveston,High Island--Boy Scout Woods (UTC 055),29.5611,-94.39012,03-30-2013,05:05 PM,eBird - Traveling Count,40,1,0.805,NA,1,,,Submitted from  BirdLog for Android v1.6
11520,11520,11520,S15625482,Wilson's Warbler,Cardellina pusilla,28091,X,US-TX,Hidalgo,Estero Llano Grande SP WBC (LTC 054),26.1260304,-97.9559173,11-09-2013,12:30 PM,eBird - Traveling Count,120,1,4.828,NA,3,,,
11521,11521,11521,S15605515,Wilson's Warbler,Cardellina pusilla,28091,1,US-TX,Hidalgo,Univ. of Texas- Pan American (Edinburg),26.305082,-98.1746864,11-07-2013,09:00 AM,eBird - Traveling Count,120,1,1.609,NA,3,,,
11522,11522,11522,S13567346,Wilson's Warbler,Cardellina pusilla,28091,X,US-TX,Jefferson,Sabine Woods (UTC 026),29.69722,-93.94945,03-30-2013,08:02 AM,eBird - Traveling Count,185,1,1.609,NA,1,,,Submitted from  BirdLog for Android v1.6
11523,11523,11523,S14230691,Wilson's Warbler,Cardellina pusilla,28091,X,US-AZ,Maricopa,Encanto Park,33.4740415,-112.0898581,05-24-2013,02:00 PM,eBird - Traveling Count,20,1,0.483,NA,1,,,Submitted from  BirdLog NA for Android v1.7
11524,11524,11524,S13854402,Wilson's Warbler,Cardellina pusilla,28091,4,US-TX,Midland,Midland- I-20 Pond/Jenna Welch Nature Ctr. (FWTX 55),31.96633,-102.12075,04-23-2013,10:18 AM,eBird - Traveling Count,141,1,2.414,NA,1,,,Submitted from  BirdLog NA for Android v1.7
11525,11525,11525,S13842731,Wilson's Warbler,Cardellina pusilla,28091,1,US-TX,Midland,Midland- Sibley Nature Center (FWTX 57),32.0349286,-102.0706594,04-22-2013,09:59 AM,eBird - Traveling Count,100,1,1.609,NA,1,,,Submitted from  BirdLog NA for Android v1.7
11526,11526,11526,S14480534,Wilson's Warbler,Cardellina pusilla,28091,X,US-CA,Mono,Lundy Canyon,38.0256812,-119.2441034,06-21-2013,12:09 PM,eBird - Traveling Count,283,1,9.656,NA,1,,,
11527,11527,11527,S14894922,Wilson's Warbler,Cardellina pusilla,28091,10,US-CA,Monterey,Andrew Molera SP--Big Sur River mouth,36.2819875,-121.8595805,08-03-2013,10:00 AM,eBird - Traveling Count,60,1,3.219,NA,1,,,
11528,11528,11528,S13358086,Wilson's Warbler,Cardellina pusilla,28091,1,US-LA,Orleans,City Park--Couturie Forest,30.0045693,-90.0935962,03-10-2013,12:30 PM,eBird - Traveling Count,90,1,1.609,NA,2,,A drabcap capped female. Bright yellow. Yellow on wings. I couldn't discern a cap but I think from the small size that it was most likely a Wilson's. Hanging out in the underbrush.,
11529,11529,11529,S13497468,Wilson's Warbler,Cardellina pusilla,28091,4,US-LA,Orleans,City Park--Couturie Forest,30.0045693,-90.0935962,03-23-2013,07:42 AM,eBird - Traveling Count,120,1,3.219,NA,1,,," <br />Submitted from BirdLog NA for iOS, version 1.5.2"
11530,11530,11530,S14233321,Wilson's Warbler,Cardellina pusilla,28091,X,US-AZ,Pima,Sweetwater Wetlands,32.278549,-111.022495,05-24-2013,06:14 PM,eBird - Traveling Count,70,1,1.609,NA,1,,,Submitted from  BirdLog NA for Android v1.7
11531,11531,11531,S14895178,Wilson's Warbler,Cardellina pusilla,28091,X,US-CA,Placer,Blackwood Canyon,39.1044422,-120.2012615,08-05-2013,01:00 PM,eBird - Traveling Count,90,1,1.609,NA,2,,,
11532,11532,11532,S14107865,Wilson's Warbler,Cardellina pusilla,28091,X,US-TX,Uvalde,Chalk Bluff Park (Uvalde) (HOTW  023),29.361905,-99.983139,05-12-2013,08:30 AM,eBird - Traveling Count,90,1,1.609,NA,2,,,
11533,11533,11533,S13866720,Wilson's Warbler,Cardellina pusilla,28091,X,US-TX,Ward,"Monahans, State Highway Park Road 41",31.61706,-102.81166,04-24-2013,09:13 AM,eBird - Traveling Count,230,1,3.219,NA,1,,,Submitted from  BirdLog NA for Android v1.7
11534,11534,11534,S11786287,Wilson's Warbler,Cardellina pusilla,28091,X,US-NY,Wyoming,Wyoming,42.70313,-78.21848,09-01-2011,,eBird - Casual Observation,0,0,NA,NA,1,,,New York
11535,11535,11535,S14248658,Red-faced Warbler,Cardellina rubrifrons,28095,4,US-AZ,Pima,Mt. Lemmon--Incinerator Ridge,32.4111248,-110.7064819,05-26-2013,07:00 AM,eBird - Casual Observation,0,1,NA,NA,1,,,
11536,11536,11536,S15638127,Painted Redstart,Myioborus pictus,28101,1,US-TX,Brooks,Falfurrias Rest Area (LTC 004),27.094091,-98.146384,11-10-2013,10:15 AM,eBird - Traveling Count,30,1,0.402,NA,3,,Seen several times on the southern end of the rest stop,
11537,11537,11537,S14141748,Painted Redstart,Myioborus pictus,28101,X,US-AZ,Cochise,Carr Canyon--Comfort Spring,31.4288359,-110.3095318,05-15-2013,02:55 PM,eBird - Traveling Count,125,1,3.219,NA,2,,,
11538,11538,11538,S14141728,Painted Redstart,Myioborus pictus,28101,X,US-AZ,Cochise,Chiricahua National Monument,32.0054606,-109.3566656,05-14-2013,11:30 AM,eBird - Traveling Count,720,1,5.633,NA,2,,,Echo canyon and the campground
11539,11539,11539,S14141752,Painted Redstart,Myioborus pictus,28101,X,US-AZ,Santa Cruz,Madera Canyon--Bog Springs campground,31.7263,-110.875,05-15-2013,10:00 PM,eBird - Casual Observation,0,1,NA,NA,2,,,
11540,11540,11540,S14141760,Painted Redstart,Myioborus pictus,28101,X,US-AZ,Santa Cruz,Madera Canyon--Mt. Wrightson Picnic Area & Upper Canyon Trails,31.7124,-110.8744,05-16-2013,07:30 AM,eBird - Traveling Count,240,1,4.023,NA,2,,,
11541,11541,11541,S14107895,Yellow-breasted Chat,Icteria virens,28138,X,US-TX,Brewster,Big Bend NP--Sam Nail Ranch,29.2786999,-103.3696976,05-12-2013,07:00 PM,eBird - Traveling Count,60,1,0.805,NA,2,,,
11542,11542,11542,S11786286,Yellow-breasted Chat,Icteria virens,28138,X,US-TN,Campbell,Campbell,36.38629,-84.13872,05-01-2011,,eBird - Casual Observation,0,0,NA,NA,1,,,Tennessee
11543,11543,11543,S18892568,Yellow-breasted Chat,Icteria virens,28138,5,US-TN,Campbell,North Cumberland WMA--Massengale Mountain,36.28445,-84.29738,06-20-2014,06:25 AM,eBird - Traveling Count,241,1,3.219,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
11544,11544,11544,S18786079,Yellow-breasted Chat,Icteria virens,28138,1,US-NJ,Cape May,Cape Island--The Beanery (Rea Farm),38.9462395,-74.9412079,06-14-2014,08:58 AM,eBird - Traveling Count,57,1,1.207,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
11545,11545,11545,S23524372,Yellow-breasted Chat,Icteria virens,28138,1,US-NJ,Cape May,Stipson Island Rd.,39.1890256,-74.9109006,05-18-2015,07:24 PM,eBird - Traveling Count,151,1,0.322,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
11546,11546,11546,S16087145,Yellow-breasted Chat,Icteria virens,28138,X,US-NV,Clark,mesquite,36.7900149,-114.1094384,07-16-2013,07:00 AM,eBird - Casual Observation,0,1,NA,NA,1,,,
11547,11547,11547,S14141740,Yellow-breasted Chat,Icteria virens,28138,X,US-AZ,Cochise,San Pedro RNCA--generic (consider using more specific hotspot),31.6572,-110.18,05-15-2013,09:00 AM,eBird - Traveling Count,300,1,3.219,NA,2,,,
11548,11548,11548,S11786282,Yellow-breasted Chat,Icteria virens,28138,X,US-TX,Coryell,Coryell,31.39201,-97.80033,05-01-2011,,eBird - Casual Observation,0,0,NA,NA,1,,,Fort Hood
11549,11549,11549,S19098418,Yellow-breasted Chat,Icteria virens,28138,1,US-DE,Kent,Frederica BBS020,39.0419029,-75.6312347,07-07-2014,07:24 AM,eBird - Stationary Count,3,1,NA,NA,1,,,BBS Fredrica route
11550,11550,11550,S18505965,Yellow-breasted Chat,Icteria virens,28138,X,US-DE,Kent,"Smyrna, 1017-1099 Raymond Neck Road",39.26708,-75.50436,05-22-2014,08:49 AM,eBird - Stationary Count,12,1,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
11551,11551,11551,S13803835,Yellow-breasted Chat,Icteria virens,28138,X,US-TX,Kimble,"Junction, County Road 180 North",30.44885,-99.80261,04-19-2013,10:19 AM,eBird - Traveling Count,184,1,1.609,NA,1,,,Submitted from  BirdLog for Android v1.6
11552,11552,11552,S14319107,Yellow-breasted Chat,Icteria virens,28138,X,US-NV,Lincoln,Key Pittman WMA,37.5371506,-115.2242124,06-02-2013,06:00 AM,eBird - Traveling Count,300,1,0.805,NA,2,,,
11553,11553,11553,S18818707,Yellow-breasted Chat,Icteria virens,28138,1,US-DE,New Castle,"Appoquinimink River bridge, Rte. 9",39.465747,-75.6136351,06-17-2014,07:30 AM,eBird - Traveling Count,319,1,11.265,NA,1,,,Kayaking
11554,11554,11554,S18317243,Yellow-breasted Chat,Icteria virens,28138,1,US-DE,New Castle,Gunning Bedford/Dragon Run,39.5731163,-75.602211,05-10-2014,04:20 AM,eBird - Traveling Count,143,1,1.609,NA,3,,,"msarver <br />Submitted from BirdLog NA for iOS, version 1.7.1"
11555,11555,11555,S18368505,Yellow-breasted Chat,Icteria virens,28138,2,US-DE,New Castle,Middle Run Natural Area,39.7158527,-75.7233417,05-12-2014,06:45 PM,eBird - Traveling Count,30,1,1.207,NA,3,,,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
11556,11556,11556,S18891575,Yellow-breasted Chat,Icteria virens,28138,1,US-DE,New Castle,Middle Run Natural Area,39.7158527,-75.7233417,06-24-2014,06:41 AM,eBird - Traveling Count,66,1,1.609,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
11557,11557,11557,S19646292,Yellow-breasted Chat,Icteria virens,28138,1,US-DE,New Castle,Middle Run Natural Area,39.7158527,-75.7233417,09-02-2014,07:04 AM,eBird - Traveling Count,71,1,0.805,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
11558,11558,11558,S18658046,Yellow-breasted Chat,Icteria virens,28138,1,US-DE,New Castle,"Middletown, 1226-1298 Dutch Neck Road",39.5557,-75.59123,06-02-2014,05:55 AM,eBird - Stationary Count,11,1,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
11559,11559,11559,S18580371,Yellow-breasted Chat,Icteria virens,28138,2,US-DE,New Castle,"Middletown, 270 Reedy Point Road",39.55654,-75.58249,05-27-2014,06:44 AM,eBird - Stationary Count,13,1,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
11560,11560,11560,S18658258,Yellow-breasted Chat,Icteria virens,28138,2,US-DE,New Castle,"Middletown, 601-799 Hammond Road",39.44214,-75.62067,06-02-2014,06:51 AM,eBird - Stationary Count,15,1,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
11561,11561,11561,S18315616,Yellow-breasted Chat,Icteria virens,28138,2,US-DE,New Castle,Summit Bridge Ponds,39.54537,-75.74354,05-10-2014,10:38 AM,eBird - Traveling Count,88,1,3.219,NA,2,,,Submitted from  BirdLog NA for Android v1.9.3
11562,11562,11562,S23300306,Yellow-breasted Chat,Icteria virens,28138,1,US-DE,New Castle,White Clay Creek SP--Creek Rd.,39.7046445,-75.7563742,05-08-2015,06:33 AM,eBird - Traveling Count,96,1,2.414,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
11563,11563,11563,S18368506,Yellow-breasted Chat,Icteria virens,28138,1,US-DE,New Castle,White Clay Creek SP--Hopkins Rd.,39.7263,-75.7672334,05-13-2014,06:35 AM,eBird - Traveling Count,60,1,1.609,NA,2,,,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
11564,11564,11564,S19098292,Yellow-breasted Chat,Icteria virens,28138,1,US-DE,New Castle,Wilmington BBS047,39.553725,-75.7798719,07-06-2014,10:11 AM,eBird - Stationary Count,3,1,NA,NA,1,,,BBS Wilmington route
11565,11565,11565,S14713722,Yellow-breasted Chat,Icteria virens,28138,X,US-NM,Socorro,Bosque del Apache NWR,33.802,-106.88,07-20-2013,07:00 AM,eBird - Traveling Count,780,1,3.219,NA,1,,,
11566,11566,11566,S23331516,Yellow-breasted Chat,Icteria virens,28138,2,US-DE,Sussex,"Millsboro, 35689 Road 428",38.48716,-75.41312,05-09-2015,03:39 PM,eBird - Stationary Count,5,1,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
11567,11567,11567,S23331072,Yellow-breasted Chat,Icteria virens,28138,2,US-DE,Sussex,"Millsboro, Road 428",38.4767,-75.42734,05-09-2015,03:15 PM,eBird - Traveling Count,15,1,0.161,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
11568,11568,11568,S14107865,Yellow-breasted Chat,Icteria virens,28138,X,US-TX,Uvalde,Chalk Bluff Park (Uvalde) (HOTW  023),29.361905,-99.983139,05-12-2013,08:30 AM,eBird - Traveling Count,90,1,1.609,NA,2,,,
11569,11569,11569,S24084687,Yellow-breasted Chat,Icteria virens,28138,1,US-MD,Worcester,Assateague I. NS--Life of the Marsh,38.2060952,-75.1604276,06-06-2015,07:30 PM,eBird - Casual Observation,0,1,NA,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
11570,11570,11570,S19834624,warbler sp.,Parulinae sp.,28149,15,US-DE,New Castle,Middle Run Natural Area,39.7158527,-75.7233417,09-13-2014,06:53 AM,eBird - Traveling Count,245,1,1.609,NA,30,,,"<br />Submitted from BirdLog NA for iOS, version 1.7.6"
11571,11571,11571,S18298179,warbler sp.,Parulinae sp.,28149,4,US-DE,New Castle,White Clay Creek SP,39.711,-75.76,05-09-2014,06:03 AM,eBird - Traveling Count,113,1,2.414,NA,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.7.1"
11572,11572,11572,S20032398,warbler sp.,Parulinae sp.,28149,3,US-DE,New Castle,White Clay Creek SP--Disc Golf Course,39.7157493,-75.7777905,10-04-2014,12:45 PM,eBird - Traveling Count,120,1,2.414,NA,4,,,"disc golf yo, heavy rain overnight, windy"
11573,11573,11573,S19646371,warbler sp.,Parulinae sp.,28149,1,US-PA,Wayne,41.4521 X -75.2912,41.45214,-75.29124,08-30-2014,05:00 PM,eBird - Traveling Count,60,1,2.414,NA,2,,Pine/Bay-breasted/Blackpoll variety,Submitted from  BirdLog NA for Android v1.9.6
11574,11574,11574,S11786374,Red-crested Cardinal,Paroaria coronata,28193.1,X,US-HI,Maui,Maui,20.9006,-156.64563,04-01-2012,,eBird - Casual Observation,0,0,NA,NA,1,,,Time on maui
11575,11575,11575,S11786285,Olive Sparrow,Arremonops rufivirgatus,29537,X,US-TX,Cameron,Cameron,26.1326,-97.52064,04-01-2011,,eBird - Casual Observation,0,0,NA,NA,1,,,S. Texas
11576,11576,11576,S14066507,Olive Sparrow,Arremonops rufivirgatus,29537,X,US-TX,Cameron,Laguna Atascosa NWR (LTC 024),26.2569348,-97.3844433,05-10-2013,02:00 PM,eBird - Traveling Count,240,1,27.358,NA,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.5.3"
11577,11577,11577,S14066508,Olive Sparrow,Arremonops rufivirgatus,29537,1,US-TX,Cameron,Sabal Palm Sanctuary (LTC 042),25.8519631,-97.4211788,05-10-2013,11:45 AM,eBird - Traveling Count,105,1,3.219,NA,1,,,"<br />Submitted from BirdLog NA for iOS, version 1.5.3"
11578,11578,11578,S15616173,Olive Sparrow,Arremonops rufivirgatus,29537,X,US-TX,Cameron,Sabal Palm Sanctuary (LTC 042),25.8519631,-97.4211788,11-08-2013,11:30 AM,eBird - Traveling Count,120,1,4.828,NA,3,,,
11579,11579,11579,S12187925,Olive Sparrow,Arremonops rufivirgatus,29537,X,US-TX,Hidalgo,Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069),26.1720181,-98.3829036,11-29-2012,02:00 PM,eBird - Traveling Count,180,1,3.219,NA,1,,,
11580,11580,11580,S14080800,Olive Sparrow,Arremonops rufivirgatus,29537,X,US-TX,Hidalgo,Santa Ana NWR--Pintail Lakes Trail,26.0787993,-98.1330503,05-11-2013,09:30 AM,eBird - Traveling Count,150,1,3.219,NA,2,,,
11581,11581,11581,S15592611,Olive Sparrow,Arremonops rufivirgatus,29537,1,US-TX,Starr,Salineño--DeWind's Yard,26.514616,-99.1155021,11-06-2013,12:00 PM,eBird - Traveling Count,150,1,1.609,NA,3,,,
11582,11582,11582,S14141740,Green-tailed Towhee,Pipilo chlorurus,29572,X,US-AZ,Cochise,San Pedro RNCA--generic (consider using more specific hotspot),31.6572,-110.18,05-15-2013,09:00 AM,eBird - Traveling Count,300,1,3.219,NA,2,,,
11583,11583,11583,S11788493,Green-tailed Towhee,Pipilo chlorurus,29572,X,US-NV,Elko,Lamoille Canyon,40.6327471,-115.3707576,07-21-2012,,eBird - Casual Observation,0,1,NA,NA,NA,,,While backpacking to Island lake
11584,11584,11584,S14895319,Green-tailed Towhee,Pipilo chlorurus,29572,5,US-CO,Gunnison,Hwy. 38 south of Gunnison,38.4551682,-106.9370985,08-08-2013,05:30 AM,eBird - Traveling Count,240,1,24.14,NA,1,,,
11585,11585,11585,S14364177,Green-tailed Towhee,Pipilo chlorurus,29572,X,US-CA,Los Angeles,Buckhorn Campground,34.3457038,-117.915262,06-07-2013,06:30 AM,eBird - Traveling Count,90,1,1.609,NA,1,,,
11586,11586,11586,S14480534,Green-tailed Towhee,Pipilo chlorurus,29572,X,US-CA,Mono,Lundy Canyon,38.0256812,-119.2441034,06-21-2013,12:09 PM,eBird - Traveling Count,283,1,9.656,NA,1,,,
11587,11587,11587,S14107921,Spotted Towhee,Pipilo maculatus,29580,X,US-TX,Brewster,Big Bend NP--South Rim Trail,29.2252197,-103.3004951,05-13-2013,09:30 AM,eBird - Traveling Count,488,1,19.956,NA,2,,,
11588,11588,11588,S14141748,Spotted Towhee,Pipilo maculatus,29580,X,US-AZ,Cochise,Carr Canyon--Comfort Spring,31.4288359,-110.3095318,05-15-2013,02:55 PM,eBird - Traveling Count,125,1,3.219,NA,2,,,
11589,11589,11589,S16082184,Spotted Towhee,Pipilo maculatus,29580,X,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-26-2013,03:26 PM,eBird - Traveling Count,138,1,1.609,NA,1,,,Submitted from  BirdLog NA for Android v1.9.3
11590,11590,11590,S20992309,Spotted Towhee,Pipilo maculatus,29580,1,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-22-2014,04:28 PM,eBird - Traveling Count,94,1,1.609,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
11591,11591,11591,S21002647,Spotted Towhee,Pipilo maculatus,29580,2,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-23-2014,04:27 PM,eBird - Traveling Count,106,1,3.219,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
11592,11592,11592,S21059360,Spotted Towhee,Pipilo maculatus,29580,1,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-28-2014,03:58 PM,eBird - Traveling Count,151,1,4.023,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
11593,11593,11593,S21072360,Spotted Towhee,Pipilo maculatus,29580,1,US-TX,Comal,Canyon Lake- Canyon Pk (HOTE 074),29.9097001,-98.2211248,12-29-2014,01:37 PM,eBird - Traveling Count,225,1,8.047,NA,1,,,Submitted from  BirdLog NA for Android v1.9.6
11594,11594,11594,S13663523,Spotted Towhee,Pipilo maculatus,29580,X,US-TX,Comal,Canyon Lake- Hancock Road Trailhead,29.9118677,-98.2391453,04-07-2013,09:11 AM,eBird - Traveling Count,214,1,4.828,NA,1,,,Submitted from  BirdLog for Android v1.6
11595,11595,11595,S11786282,Spotted Towhee,Pipilo maculatus,29580,X,US-TX,Coryell,Coryell,31.39201,-97.80033,05-01-2011,,eBird - Casual Observation,0,0,NA,NA,1,,,Fort Hood
11596,11596,11596,S13803835,Spotted Towhee,Pipilo maculatus,29580,X,US-TX,Kimble,"Junction, County Road 180 North",30.44885,-99.80261,04-19-2013,10:19 AM,eBird - Traveling Count,184,1,1.609,NA,1,,,Submitted from  BirdLog for Android v1.6
11597,11597,11597,S14389216,Spotted Towhee,Pipilo maculatus,29580,X,US-CA,Los Angeles,Los Angeles County Arboretum & Botanic Garden,34.1435559,-118.0521078,06-10-2013,11:17 AM,eBird - Traveling Count,110,1,3.219,NA,1,,,Submitted from  BirdLog NA for Android v1.7
11598,11598,11598,S14831711,Spotted Towhee,Pipilo maculatus,29580,X,US-CA,Los Angeles,Sepulveda Basin Wildlife Reserve,34.17672,-118.47373,08-01-2013,08:45 AM,eBird - Traveling Count,219,1,2.414,NA,1,,,Submitted from  BirdLog NA for Android v1.9.1
11599,11599,11599,S13958355,Spotted Towhee,Pipilo maculatus,29580,X,US-NV,Lyon,Fort Churchill and Carson River,39.2930591,-119.2515278,07-08-2012,07:00 AM,eBird - Traveling Count,300,1,3.219,NA,2,,,
11600,11600,11600,S13958442,Spotted Towhee,Pipilo maculatus,29580,X,US-NV,Lyon,Fort Churchill and Carson River,39.2930591,-119.2515278,07-12-2012,07:00 AM,eBird - Traveling Count,300,1,3.219,NA,2,,,
11601,11601,11601,S13960528,Spotted Towhee,Pipilo maculatus,29580,X,US-NV,Lyon,Fort Churchill and Carson River,39.2930591,-119.2515278,07-20-2012,07:00 AM,eBird - Traveling Count,300,1,4.828,NA,1,,,
11602,11602,11602,S13960254,Spotted Towhee,Pipilo maculatus,29580,X,US-NV,Lyon,Lahontan Reservoir,39.3948159,-119.1357422,07-13-2012,07:00 AM,eBird - Traveling Count,300,1,4.828,NA,1,,,
11603,11603,11603,S13960478,Spotted Towhee,Pipilo maculatus,29580,X,US-NV,Lyon,Mason Valley WMA,39.0901674,-119.1228032,07-19-2012,07:00 AM,eBird - Traveling Count,300,1,3.219,NA,1,,,
11604,11604,11604,S13854402,Spotted Towhee,Pipilo maculatus,29580,2,US-TX,Midland,Midland- I-20 Pond/Jenna Welch Nature Ctr. (FWTX 55),31.96633,-102.12075,04-23-2013,10:18 AM,eBird - Traveling Count,141,1,2.414,NA,1,,,Submitted from  BirdLog NA for Android v1.7
11605,11605,11605,S14364456,Spotted Towhee,Pipilo maculatus,29580,X,US-CA,Orange,Peters Canyon Regional Park,33.7780824,-117.7605691,06-07-2013,02:30 PM,eBird - Traveling Count,150,1,3.219,NA,1,,,
11606,11606,11606,S14376827,Spotted Towhee,Pipilo maculatus,29580,X,US-CA,San Diego,Kitchen Creek Rd.--Yellow Rose Spring,32.7533636,-116.4518808,06-08-2013,02:00 PM,eBird - Traveling Count,720,1,3.219,NA,1,,,Submitted from  BirdLog NA for Android v1.7
11607,11607,11607,S14368891,Spotted Towhee,Pipilo maculatus,29580,X,US-CA,San Diego,Lake Murray,32.7867856,-117.0431489,06-08-2013,09:35 AM,eBird - Traveling Count,78,1,1.609,NA,1,,,Submitted from  BirdLog NA for Android v1.7
11608,11608,11608,S14713722,Spotted Towhee,Pipilo maculatus,29580,1,US-NM,Socorro,Bosque del Apache NWR,33.802,-106.88,07-20-2013,07:00 AM,eBird - Traveling Count,780,1,3.219,NA,1,,,
