Submission.ID,Common.Name,Scientific.Name,Taxonomic.Order,Count,State.Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration..Min.,All.Obs.Reported,Distance.Traveled..km.,Area.Covered..ha.,Number.of.Observers,Breeding.Code,Species.Comments,Checklist.Comments
S19098272,Blue Jay,Cyanocitta cristata,18831,1,US-DE,New Castle,Wilmington BBS018,39.6602886,-75.6555462,7/6/2014,7:17 AM,eBird - Stationary Count,3,1,NA,NA,1,NA,NA,BBS Wilmington route
S19098279,Blue Jay,Cyanocitta cristata,18831,2,US-DE,New Castle,Wilmington BBS029,39.6178217,-75.6940627,7/6/2014,8:23 AM,eBird - Stationary Count,3,1,NA,NA,1,NA,NA,BBS Wilmington route
S19098283,Blue Jay,Cyanocitta cristata,18831,1,US-DE,New Castle,Wilmington BBS035,39.5902455,-75.7146835,7/6/2014,8:59 AM,eBird - Stationary Count,3,1,NA,NA,1,NA,NA,BBS Wilmington route
S19098307,Blue Jay,Cyanocitta cristata,18831,4,US-DE,New Castle,Wilmington BBS040,39.5879966,-75.7534146,7/6/2014,9:29 AM,eBird - Stationary Count,3,1,NA,NA,1,NA,NA,BBS Wilmington route
S11852449,Blue Jay,Cyanocitta cristata,18831,1,US-CT,New Haven,East Rock Park,41.3301972,-72.9043293,10/22/2012,12:00 PM,eBird - Traveling Count,120,1,1.609,NA,2,NA,NA,NA
S22493245,Blue Jay,Cyanocitta cristata,18831,1,US-FL,Orange,Fleet Peeples Park,28.5761517,-81.3263369,3/20/2015,12:10 PM,eBird - Traveling Count,82,1,0.483,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S13497473,Blue Jay,Cyanocitta cristata,18831,5,US-LA,Orleans,Audubon Park,29.9272668,-90.1280594,3/23/2013,2:41 PM,eBird - Traveling Count,61,1,1.609,NA,1,NA,NA," <br />Submitted from BirdLog NA for iOS, version 1.5.2"
S13358086,Blue Jay,Cyanocitta cristata,18831,X,US-LA,Orleans,City Park--Couturie Forest,30.0045693,-90.0935962,3/10/2013,12:30 PM,eBird - Traveling Count,90,1,1.609,NA,2,NA,NA,NA
S13497468,Blue Jay,Cyanocitta cristata,18831,5,US-LA,Orleans,City Park--Couturie Forest,30.0045693,-90.0935962,3/23/2013,7:42 AM,eBird - Traveling Count,120,1,3.219,NA,1,NA,NA," <br />Submitted from BirdLog NA for iOS, version 1.5.2"
S22493349,Blue Jay,Cyanocitta cristata,18831,1,US-FL,Palm Beach,Loxahatchee NWR--Marsh Trail,26.4928139,-80.2168894,3/22/2015,12:34 PM,eBird - Traveling Count,141,1,6.437,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S18198490,Blue Jay,Cyanocitta cristata,18831,1,US-PA,Philadelphia,John Heinz NWR at Tinicum (IBA),39.8914715,-75.2571492,5/3/2014,8:29 AM,eBird - Traveling Count,172,1,2.414,NA,4,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S23489719,Blue Jay,Cyanocitta cristata,18831,1,US-PA,Philadelphia,John Heinz NWR at Tinicum (IBA),39.8914715,-75.2571492,5/17/2015,8:03 AM,eBird - Traveling Count,205,1,3.219,NA,4,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S11786253,Blue Jay,Cyanocitta cristata,18831,X,US-LA,Plaquemines,Plaquemines,29.426,-89.54426,2/1/2011,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Louisiana
S24334962,Blue Jay,Cyanocitta cristata,18831,1,CA-NS,Shelburne,Cape Sable Island,43.4570415,-65.6167789,7/20/2015,4:35 PM,eBird - Traveling Count,196,1,8.047,NA,4,NA,NA,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S16250167,Blue Jay,Cyanocitta cristata,18831,2,US-MN,St. Louis,Sax-Zim Bog,47.2212004,-92.7009201,1/5/2014,8:00 PM,eBird - Traveling Count,480,1,64.374,NA,3,NA,NA,NA
S16277601,Blue Jay,Cyanocitta cristata,18831,4,US-MN,St. Louis,Sax-Zim Bog,47.2212004,-92.7009201,1/6/2014,7:30 AM,eBird - Traveling Count,270,1,40.234,NA,3,NA,NA,NA
S23324975,Blue Jay,Cyanocitta cristata,18831,1,US-DE,Sussex,"Laurel, 14072 Arvey Road",38.50812,-75.5074,5/9/2015,11:30 AM,eBird - Stationary Count,35,1,NA,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S23327313,Blue Jay,Cyanocitta cristata,18831,1,US-DE,Sussex,"Laurel, Wootten Road",38.51504,-75.46836,5/9/2015,4:45 AM,eBird - Traveling Count,115,1,0.805,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S23327638,Blue Jay,Cyanocitta cristata,18831,1,US-DE,Sussex,"Laurel, Wootten Road",38.51504,-75.46836,5/9/2015,10:05 AM,eBird - Stationary Count,20,1,NA,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S23327586,Blue Jay,Cyanocitta cristata,18831,1,US-DE,Sussex,Trap Pond,38.5246336,-75.4755163,5/9/2015,6:35 AM,eBird - Traveling Count,190,1,4.828,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S11786281,Blue Jay,Cyanocitta cristata,18831,X,US-TX,Travis,Travis,30.32913,-97.77289,3/1/2009,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Austin
S16306767,Blue Jay,Cyanocitta cristata,18831,1,US-MN,Washington,Carpenter Nature Center,44.7651646,-92.8164484,1/8/2014,10:30 AM,eBird - Traveling Count,30,1,0.805,NA,2,NA,NA,NA
S15419212,Blue Jay,Cyanocitta cristata,18831,X,US-AR,Washington,Lake Fayetteville,36.13834,-94.13361,10/16/2013,8:30 AM,eBird - Traveling Count,88,1,2.414,NA,3,NA,NA,Submitted from  BirdLog NA for Android v1.9.2
S12014271,Blue Jay,Cyanocitta cristata,18831,1,US-AR,Washington,Wedington WMA--Lake Wedington,36.09,-94.369446,11/10/2012,3:10 PM,eBird - Traveling Count,92,1,3.219,NA,2,NA,NA,"<br>Submitted from BirdLog NA for iOS, version 1.5.1"
S24334942,Blue Jay,Cyanocitta cristata,18831,2,CA-NS,Yarmouth,"43.7022x-65.7743 - Jul 19, 2015, 6:51 PM",43.702155,-65.774277,7/19/2015,6:51 PM,eBird - Casual Observation,0,0,NA,NA,4,NA,NA,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S22493255,Florida Scrub-Jay,Aphelocoma coerulescens,18837,5,US-FL,Marion,Ocala NF--Yearling Trail,29.2451613,-81.6485506,3/21/2015,1:26 PM,eBird - Traveling Count,66,1,1.207,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S11786254,Florida Scrub-Jay,Aphelocoma coerulescens,18837,X,US-FL,Sarasota,Sarasota,27.16699,-82.3124,3/14/2011,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Sarasota
S14056360,Western Scrub-Jay,Aphelocoma californica,18839,1,US-TX,Bexar,Friedrich Wilderness Pk (HOTE 086),29.6381,-98.6326,5/9/2013,4:30 PM,eBird - Traveling Count,99,1,2.414,NA,1,NA,NA,"<br />Submitted from BirdLog NA for iOS, version 1.5.3"
S13960966,Western Scrub-Jay,Aphelocoma californica,18839,X,US-NV,Carson City,Carson City,39.16381,-119.76701,8/4/2012,8:00 AM,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,NA
S13633034,Western Scrub-Jay,Aphelocoma californica,18839,1,US-TX,Comal,306,29.9430354,-98.3733845,4/4/2013,6:00 PM,eBird - Casual Observation,0,1,NA,NA,1,NA,NA,NA
S12053011,Western Scrub-Jay,Aphelocoma californica,18839,2,US-TX,Comal,Canyon Lake- Potters Creek Pk (HOTE 074),29.9082036,-98.2682419,11/16/2012,10:30 AM,eBird - Traveling Count,60,1,1.609,NA,1,NA,NA,NA
S12062721,Western Scrub-Jay,Aphelocoma californica,18839,X,US-TX,Comal,Canyon Lake- Potters Creek Pk (HOTE 074),29.9082036,-98.2682419,11/17/2012,4:30 PM,eBird - Traveling Count,60,1,1.609,NA,1,NA,NA,NA
S13644146,Western Scrub-Jay,Aphelocoma californica,18839,X,US-TX,Comal,Deer River,29.95759,-98.38573,4/5/2013,10:00 AM,eBird - Traveling Count,60,1,3.219,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S16119684,Western Scrub-Jay,Aphelocoma californica,18839,X,US-TX,Comal,Guadalupe River SP (HOTE 077),29.8736946,-98.4859303,12/29/2013,4:29 PM,eBird - Traveling Count,73,1,1.609,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S12046581,Western Scrub-Jay,Aphelocoma californica,18839,7,US-TX,Comal,Mom's House,29.9472258,-98.3860153,11/15/2012,9:30 AM,eBird - Traveling Count,90,1,3.219,NA,1,NA,NA,Walking the dogs
S12116833,Western Scrub-Jay,Aphelocoma californica,18839,X,US-TX,Comal,Mom's House,29.9472258,-98.3860153,11/20/2012,10:00 AM,eBird - Traveling Count,120,1,3.219,NA,1,NA,NA,NA
S12128013,Western Scrub-Jay,Aphelocoma californica,18839,X,US-TX,Comal,Mom's House,29.9472258,-98.3860153,11/21/2012,10:00 AM,eBird - Casual Observation,0,1,NA,NA,1,NA,NA,NA
S16135819,Western Scrub-Jay,Aphelocoma californica,18839,1,US-TX,Comal,Mom's House,29.9472258,-98.3860153,12/30/2013,9:30 AM,eBird - Casual Observation,0,1,NA,NA,1,NA,NA,NA
S21061513,Western Scrub-Jay,Aphelocoma californica,18839,1,US-TX,Comal,Mom's House,29.9472258,-98.3860153,12/27/2014,4:00 PM,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,NA
S13756837,Western Scrub-Jay,Aphelocoma californica,18839,X,US-TX,Comal,"Spring Branch, 7991 Fawn Creek Drive",29.94709,-98.38597,4/15/2013,11:23 AM,eBird - Casual Observation,0,1,NA,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S11786282,Western Scrub-Jay,Aphelocoma californica,18839,X,US-TX,Coryell,Coryell,31.39201,-97.80033,5/1/2011,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Fort Hood
S14486898,Western Scrub-Jay,Aphelocoma californica,18839,1,US-CA,Kern,Beale Park,35.3621673,-119.0246665,6/23/2013,2:00 PM,eBird - Traveling Count,30,1,0.805,NA,1,NA,NA,NA
S14364226,Western Scrub-Jay,Aphelocoma californica,18839,X,US-CA,Los Angeles,Chilao--Visitor Center,34.326745,-118.0047137,6/7/2013,8:30 AM,eBird - Traveling Count,60,1,3.219,NA,1,NA,NA,NA
S14389216,Western Scrub-Jay,Aphelocoma californica,18839,X,US-CA,Los Angeles,Los Angeles County Arboretum & Botanic Garden,34.1435559,-118.0521078,6/10/2013,11:17 AM,eBird - Traveling Count,110,1,3.219,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.7
S11786284,Western Scrub-Jay,Aphelocoma californica,18839,X,US-TX,Midland,Midland,31.87016,-102.03169,10/30/2011,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,"Midland, Tx"
S14895065,Western Scrub-Jay,Aphelocoma californica,18839,4,US-CA,Monterey,South Coast Ridge Rd.,35.9964381,-121.4322252,8/4/2013,6:00 AM,eBird - Stationary Count,1440,1,NA,NA,2,NA,NA,NA
S14376827,Western Scrub-Jay,Aphelocoma californica,18839,6,US-CA,San Diego,Kitchen Creek Rd.--Yellow Rose Spring,32.7533636,-116.4518808,6/8/2013,2:00 PM,eBird - Traveling Count,720,1,3.219,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.7
S14713748,Western Scrub-Jay,Aphelocoma californica,18839,1,US-NM,Socorro,Water Canyon,34.0231527,-107.1310644,7/21/2013,10:00 AM,eBird - Traveling Count,60,1,1.609,NA,1,NA,NA,NA
S11786281,Western Scrub-Jay,Aphelocoma californica,18839,X,US-TX,Travis,Travis,30.32913,-97.77289,3/1/2009,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Austin
S12512927,Western Scrub-Jay,Aphelocoma californica,18839,X,US-TX,NA,Texas,31.16954,-100.07837,1/3/2013,8:00 AM,eBird - Casual Observation,0,1,NA,NA,1,NA,NA,Driving back to Mississippi
S14107883,Mexican Jay,Aphelocoma wollweberi,18858,X,US-TX,Brewster,Big Bend NP--Cattail Falls,29.2730007,-103.3352966,5/12/2013,4:00 PM,eBird - Traveling Count,180,1,4.828,NA,2,NA,NA,NA
S14107921,Mexican Jay,Aphelocoma wollweberi,18858,X,US-TX,Brewster,Big Bend NP--South Rim Trail,29.2252197,-103.3004951,5/13/2013,9:30 AM,eBird - Traveling Count,488,1,19.956,NA,2,NA,NA,NA
S14141728,Mexican Jay,Aphelocoma wollweberi,18858,X,US-AZ,Cochise,Chiricahua National Monument,32.0054606,-109.3566656,5/14/2013,11:30 AM,eBird - Traveling Count,720,1,5.633,NA,2,NA,NA,Echo canyon and the campground
S14248615,Mexican Jay,Aphelocoma wollweberi,18858,X,US-AZ,Cochise,Miller Canyon--Beatty's Guest Ranch,31.4156019,-110.2765277,5/25/2013,5:00 PM,eBird - Traveling Count,60,1,1.609,NA,1,NA,NA,NA
S14141752,Mexican Jay,Aphelocoma wollweberi,18858,X,US-AZ,Santa Cruz,Madera Canyon--Bog Springs campground,31.7263,-110.875,5/15/2013,10:00 PM,eBird - Casual Observation,0,1,NA,NA,2,NA,NA,NA
S14248417,Mexican Jay,Aphelocoma wollweberi,18858,X,US-AZ,Santa Cruz,Madera Canyon--Santa Rita Lodge,31.7251514,-110.8801067,5/25/2013,7:00 AM,eBird - Traveling Count,60,1,0.805,NA,1,NA,NA,NA
S14895319,Black-billed Magpie,Pica hudsonia,19000,X,US-CO,Gunnison,Hwy. 38 south of Gunnison,38.4551682,-106.9370985,8/8/2013,5:30 AM,eBird - Traveling Count,240,1,24.14,NA,1,NA,NA,NA
S16277601,Black-billed Magpie,Pica hudsonia,19000,3,US-MN,St. Louis,Sax-Zim Bog,47.2212004,-92.7009201,1/6/2014,7:30 AM,eBird - Traveling Count,270,1,40.234,NA,3,NA,NA,NA
S13960691,Black-billed Magpie,Pica hudsonia,19000,X,US-NV,Washoe,McCarran Ranch (Washoe Co.),39.5474957,-119.5733768,7/11/2012,7:00 AM,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,NA
S14895250,Black-billed Magpie,Pica hudsonia,19000,2,US-NV,White Pine,Ruby Lake NWR,40.1012816,-115.5080474,8/6/2013,12:00 PM,eBird - Traveling Count,120,1,4.828,NA,1,NA,NA,NA
S11786289,Black-billed Magpie,Pica hudsonia,19000,X,US-CA,NA,California,37.26904,-119.25796,8/7/2012,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,California
S14895093,Yellow-billed Magpie,Pica nuttalli,19001,5,US-CA,Monterey,Lower Nacimiento,35.9694856,-121.3171005,8/5/2013,11:00 AM,eBird - Casual Observation,0,1,NA,NA,2,NA,NA,NA
S11786289,Yellow-billed Magpie,Pica nuttalli,19001,X,US-CA,NA,California,37.26904,-119.25796,8/7/2012,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,California
S14895309,Clark's Nutcracker,Nucifraga columbiana,19007,10,US-UT,Duchesne,Mirror Lake Hwy -- Mirror Lake & CG,40.700943,-110.8898163,8/7/2013,8:00 AM,eBird - Traveling Count,240,1,3.219,NA,1,NA,NA,NA
S11788493,Clark's Nutcracker,Nucifraga columbiana,19007,X,US-NV,Elko,Lamoille Canyon,40.6327471,-115.3707576,7/21/2012,NA,eBird - Casual Observation,0,1,NA,NA,NA,NA,NA,While backpacking to Island lake
S14480534,Clark's Nutcracker,Nucifraga columbiana,19007,1,US-CA,Mono,Lundy Canyon,38.0256812,-119.2441034,6/21/2013,12:09 PM,eBird - Traveling Count,283,1,9.656,NA,1,NA,NA,NA
S23180746,American Crow,Corvus brachyrhynchos,19073,1,US-NJ,Atlantic,Edwin B. Forsythe NWR (Brigantine Unit),39.465,-74.4477778,5/2/2015,10:45 AM,eBird - Traveling Count,259,1,19.312,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S21717431,American Crow,Corvus brachyrhynchos,19073,1,US-MD,Baltimore,Loch Raven Reservoir--Secondary Dam,39.425851,-76.5414906,2/7/2015,3:22 PM,eBird - Stationary Count,60,1,NA,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S21239175,American Crow,Corvus brachyrhynchos,19073,X,US-TX,Brazoria,Brazoria NWR,29.0599151,-95.2534527,1/6/2015,7:40 AM,eBird - Traveling Count,260,1,8.047,NA,7,NA,NA,Bird banding followed by drive around auto tour loop.
S11786286,American Crow,Corvus brachyrhynchos,19073,X,US-TN,Campbell,Campbell,36.38629,-84.13872,5/1/2011,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Tennessee
S13960701,American Crow,Corvus brachyrhynchos,19073,X,US-NV,Carson City,Deer Run Rd,39.1743221,-119.7025681,8/1/2012,4:00 PM,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,NA
S22086058,American Crow,Corvus brachyrhynchos,19073,5,US-MD,Cecil,Elkton Marsh,39.5815885,-75.852356,2/26/2015,3:50 PM,eBird - Traveling Count,40,1,0.483,NA,2,NA,NA,NA
S17450289,American Crow,Corvus brachyrhynchos,19073,25,US-MD,Cecil,Port Deposit,39.6038366,-76.1158562,3/15/2014,11:00 AM,eBird - Traveling Count,120,1,0.805,NA,1,NA,NA,NA
S17960044,American Crow,Corvus brachyrhynchos,19073,X,US-PA,Chester,Somerset Lake,39.7850595,-75.7397461,4/19/2014,8:57 AM,eBird - Stationary Count,163,1,NA,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S22680752,American Crow,Corvus brachyrhynchos,19073,1,US-PA,Chester,White Clay Creek Preserve (PA),39.7471405,-75.7739174,4/4/2015,1:30 PM,eBird - Traveling Count,70,1,3.219,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S22817044,American Crow,Corvus brachyrhynchos,19073,5,US-PA,Chester,horse farm,39.7346562,-75.7700765,4/12/2015,8:20 AM,eBird - Traveling Count,111,1,3.219,NA,5,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S11786282,American Crow,Corvus brachyrhynchos,19073,X,US-TX,Coryell,Coryell,31.39201,-97.80033,5/1/2011,NA,eBird - Casual Observation,0,0,NA,NA,1,NA,NA,Fort Hood
S24334931,American Crow,Corvus brachyrhynchos,19073,1,CA-NS,Digby,"44.2735x-66.3346 - Jul 19, 2015, 9:53 AM",44.273496,-66.334566,7/19/2015,9:52 AM,eBird - Stationary Count,9,1,NA,NA,4,NA,NA,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S24334927,American Crow,Corvus brachyrhynchos,19073,2,CA-NS,Digby,"44.3965x-66.2040 - Jul 19, 2015, 9:06 AM",44.39655,-66.204016,7/19/2015,9:04 AM,eBird - Stationary Count,28,1,NA,NA,4,NA,NA,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S24334994,American Crow,Corvus brachyrhynchos,19073,2,CA-NS,Digby,"44.5995x-65.7707 - Jul 19, 2015, 8:16 AM",44.599521,-65.770736,7/19/2015,8:16 AM,eBird - Casual Observation,0,0,NA,NA,4,NA,NA,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S12909478,American Crow,Corvus brachyrhynchos,19073,X,US-MS,Forrest,De Soto NF--Ashe Tree Nursery,31.02425,-89.16658,2/9/2013,3:17 PM,eBird - Traveling Count,90,1,3.219,NA,4,NA,NA, Submitted from  BirdLog for Android v1.6
S13748004,American Crow,Corvus brachyrhynchos,19073,X,US-TX,Gonzales,Palmetto SP (CTC 029),29.58871,-97.5829,4/14/2013,12:19 PM,eBird - Traveling Count,332,1,4.828,NA,1,NA,NA,Submitted from  BirdLog for Android v1.6
S24281365,American Crow,Corvus brachyrhynchos,19073,2,CA-NS,Halifax,Cole Harbour--Bissett Lake,44.6593995,-63.4763002,7/15/2015,5:25 PM,eBird - Traveling Count,53,1,0.805,NA,3,NA,NA,"ccallaghan2013@fau.edu <br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S21239188,American Crow,Corvus brachyrhynchos,19073,4,US-TX,Harris,Bear Creek Park (UTC 097),29.8247288,-95.6288409,1/7/2015,12:45 PM,eBird - Traveling Count,35,1,0.402,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S12846528,American Crow,Corvus brachyrhynchos,19073,X,US-MS,Jackson,Mississippi Sandhill Crane NWR--Gautier Unit,30.4509674,-88.6558056,2/4/2013,8:00 AM,eBird - Casual Observation,0,0,NA,NA,3,NA,NA,NA
S12910996,American Crow,Corvus brachyrhynchos,19073,X,US-MS,Jackson,Red Creek WMA Larue/Dantzler,30.6438181,-88.8633287,2/9/2013,9:00 AM,eBird - Traveling Count,90,1,16.093,NA,4,NA,NA,NA
S16086918,American Crow,Corvus brachyrhynchos,19073,X,US-DE,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,12/15/2013,7:00 AM,eBird - Exhaustive Area Count,300,1,NA,55,1,NA,NA,personal CBC list
S19098399,American Crow,Corvus brachyrhynchos,19073,1,US-DE,Kent,Frederica BBS001,39.0293191,-75.4656029,7/7/2014,5:30 AM,eBird - Stationary Count,3,1,NA,NA,1,NA,NA,BBS Fredrica route
S19098410,American Crow,Corvus brachyrhynchos,19073,1,US-DE,Kent,Frederica BBS012,39.0376197,-75.5519486,7/7/2014,6:36 AM,eBird - Stationary Count,3,1,NA,NA,1,NA,NA,BBS Fredrica route
S19098414,American Crow,Corvus brachyrhynchos,19073,2,US-DE,Kent,Frederica BBS016,39.0380363,-75.5928469,7/7/2014,7:00 AM,eBird - Stationary Count,3,1,NA,NA,1,NA,NA,BBS Fredrica route
S19098424,American Crow,Corvus brachyrhynchos,19073,1,US-DE,Kent,Frederica BBS026,39.0607495,-75.6570911,7/7/2014,8:00 AM,eBird - Stationary Count,3,1,NA,NA,1,NA,NA,BBS Fredrica route
S19098393,American Crow,Corvus brachyrhynchos,19073,5,US-DE,Kent,Frederica BBS043,39.125,-75.7436514,7/7/2014,9:42 AM,eBird - Stationary Count,3,1,NA,NA,1,NA,NA,BBS Fredrica route
S18774985,American Crow,Corvus brachyrhynchos,19073,1,US-DE,Kent,"Smyrna, 6180 Hay Point Landing Road",39.34543,-75.53893,6/13/2014,8:40 AM,eBird - Stationary Count,16,1,NA,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.3
S24301332,American Crow,Corvus brachyrhynchos,19073,2,CA-NS,Kings,"44.9883x-64.4100 - Jul 18, 2015, 6:20 AM",44.988277,-64.410038,7/18/2015,6:05 AM,eBird - Traveling Count,126,1,2.414,NA,5,NA,NA,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S24285366,American Crow,Corvus brachyrhynchos,19073,4,CA-NS,Kings,Blomidon Provincial Park,45.265,-64.342,7/16/2015,9:39 AM,eBird - Traveling Count,115,1,1.609,NA,4,NA,NA,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S24285361,American Crow,Corvus brachyrhynchos,19073,2,CA-NS,Kings,Scots Bay Provincial Park,45.3003613,-64.3986711,7/16/2015,8:31 AM,eBird - Traveling Count,27,1,0.241,NA,4,NA,NA,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S24334909,American Crow,Corvus brachyrhynchos,19073,3,CA-NS,Kings,Wolfville--Wolfville Harbour,45.0932176,-64.3570347,7/18/2015,3:46 PM,eBird - Traveling Count,85,1,0.805,NA,9,NA,NA,"<br />Submitted from eBird for iOS, version 1.0.1 Build 5"
S22493248,American Crow,Corvus brachyrhynchos,19073,1,US-FL,Lake,Clearwater Lake Recreation Area,28.9791237,-81.5545332,3/21/2015,10:22 AM,eBird - Traveling Count,134,1,2.414,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S22493277,American Crow,Corvus brachyrhynchos,19073,2,US-FL,Lake,Ocala NF--Lake Dorr Recreation Area,29.0138169,-81.6354454,3/21/2015,5:43 PM,eBird - Traveling Count,176,1,0.322,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S14214054,American Crow,Corvus brachyrhynchos,19073,X,US-NV,Lincoln,Pahranagat NWR--North Riparian Area (Upper Lake),37.309765,-115.1314402,5/22/2013,7:00 AM,eBird - Traveling Count,300,1,2.414,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.7
S14454434,American Crow,Corvus brachyrhynchos,19073,X,US-NV,Lincoln,Pahranagat NWR--North Riparian Area (Upper Lake),37.309765,-115.1314402,6/18/2013,6:00 AM,eBird - Exhaustive Area Count,300,1,NA,0.607,2,NA,NA,NA
S14383418,American Crow,Corvus brachyrhynchos,19073,X,US-CA,Los Angeles,Frank G. Bonelli Regional Park,34.0824302,-117.7989746,6/9/2013,5:30 PM,eBird - Traveling Count,97,1,8.047,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.7
S14389216,American Crow,Corvus brachyrhynchos,19073,X,US-CA,Los Angeles,Los Angeles County Arboretum & Botanic Garden,34.1435559,-118.0521078,6/10/2013,11:17 AM,eBird - Traveling Count,110,1,3.219,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.7
S11991724,American Crow,Corvus brachyrhynchos,19073,1,US-AR,Madison,Scissor-Tailed Spot,36.1380335,-93.5830782,10/8/2012,4:45 PM,eBird - Stationary Count,15,1,NA,NA,4,NA,NA,"saw bird on the power line while driving, pulled off to check it out"
S22493387,American Crow,Corvus brachyrhynchos,19073,1,US-FL,Miami-Dade,Everglades NP--Anhinga Trail,25.3820583,-80.6069362,3/23/2015,11:29 AM,eBird - Traveling Count,92,1,2.414,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S15367702,American Crow,Corvus brachyrhynchos,19073,X,US-WI,Milwaukee,Lake Park (general),43.07105,-87.8694,10/8/2013,7:20 AM,eBird - Traveling Count,29,1,0.805,NA,3,NA,NA,Submitted from  BirdLog NA for Android v1.9.2
S22493269,American Crow,Corvus brachyrhynchos,19073,1,US-FL,Monroe,Everglades NP--Flamingo Campground,25.13666,-80.9459782,3/23/2015,8:21 AM,eBird - Traveling Count,134,1,0.483,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S22493540,American Crow,Corvus brachyrhynchos,19073,1,US-FL,Monroe,Everglades NP--Snake Bight Trail,25.1876968,-80.8741825,3/23/2015,2:44 PM,eBird - Traveling Count,90,1,6.437,NA,2,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S14729633,American Crow,Corvus brachyrhynchos,19073,X,US-AZ,Navajo,Pinetop--Woodland Lake Park,34.1278366,-109.9526954,7/22/2013,10:15 AM,eBird - Casual Observation,0,1,NA,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9
S18818707,American Crow,Corvus brachyrhynchos,19073,2,US-DE,New Castle,"Appoquinimink River bridge, Rte. 9",39.465747,-75.6136351,6/17/2014,7:30 AM,eBird - Traveling Count,319,1,11.265,NA,1,NA,NA,Kayaking
S20879869,American Crow,Corvus brachyrhynchos,19073,10,US-DE,New Castle,Ashland Nature Center,39.7970734,-75.659668,12/13/2014,12:03 PM,eBird - Traveling Count,112,1,1.609,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S22030280,American Crow,Corvus brachyrhynchos,19073,1,US-DE,New Castle,Augustine Wildlife Area--Yardley Dale Tract,39.5348286,-75.5861521,2/22/2015,3:07 PM,eBird - Traveling Count,115,1,0.805,NA,1,NA,NA,Submitted from  BirdLog NA for Android v1.9.6
S23211285,American Crow,Corvus brachyrhynchos,19073,1,US-DE,New Castle,Augustine Wildlife Area--Yardley Dale Tract,39.5348286,-75.5861521,5/3/2015,6:30 PM,eBird - Stationary Count,60,1,NA,NA,2,NA,NA,NA
